stream,baseline,candidate,candidate_label,metric,source_metric,transform,n_seeds_declared,n_pairs,n_skipped,baseline_mean_paired,candidate_mean_paired,mean_diff,median_diff,sd_diff,min_diff,max_diff,n_positive,n_negative,n_zero,ci_lo,ci_hi,ci_method,bootstrap_resamples,bootstrap_seed,note
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,bias_ratio_warm,bias_ratio_warm,identity,20,20,0,1.3853870025746589,1.1614018451982522,-0.22398515737640673,-0.23950222434452995,0.09563453620201698,-0.3416968502889597,0.04122895419193817,1,19,0,-0.26122199668400764,-0.18036234619097652,95% percentile bootstrap over seed-level differences,10000,3961358376,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,bias_ratio_warm_abs_dev_from_target,bias_ratio_warm,abs(x - 1),20,20,0,0.3973946681186756,0.17802859871158946,-0.2193660694070861,-0.2362015109068727,0.09147652289912661,-0.3416968502889597,-0.04122895419193817,0,20,0,-0.25638870975782224,-0.17842156168137718,95% percentile bootstrap over seed-level differences,10000,1698287894,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,for_overall,for_overall,identity,20,20,0,0.0009531978617468619,0.0009522163346029211,-9.815271439409131e-07,3.266058032806783e-07,5.0051679173778575e-06,-1.3999204904124266e-05,9.2094298424889e-06,11,9,0,-3.1898490640842214e-06,1.0596553617180361e-06,95% percentile bootstrap over seed-level differences,10000,1019369780,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,quiet_for,quiet_for,identity,20,20,0,0.0003308998323731646,0.0003260214078879771,-4.8784244851875004e-06,-4.085132134568504e-06,6.951576875024315e-06,-1.9056256607068807e-05,8.055869205824317e-06,7,13,0,-7.819287714307029e-06,-1.8904902230187873e-06,95% percentile bootstrap over seed-level differences,10000,588517704,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,flag_precision,flag_precision,identity,20,20,0,0.44964064634793033,0.9293695597154434,0.479728913367513,0.42495904995905,0.3495535034768186,0.03968253968253965,1.0,20,0,0,0.33389038174750885,0.6329309837120309,95% percentile bootstrap over seed-level differences,10000,796855142,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,flag_recall,flag_recall,identity,20,20,0,0.10566908166200506,0.3649393769531091,0.259270295291104,0.2489350716406351,0.17849680994745895,0.019543973941368076,0.7362637362637363,20,0,0,0.18584327764549985,0.3412177299252711,95% percentile bootstrap over seed-level differences,10000,3485926005,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,flag_balanced_acc,flag_balanced_acc,identity,20,20,0,0.541595392875484,0.6776935882900085,0.13609819541452445,0.12985336564022815,0.0902722599606372,0.013911059818366156,0.3722470944693167,20,0,0,0.09905305993444723,0.17611259253534256,95% percentile bootstrap over seed-level differences,10000,1748826545,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,review_demand_rate,review_demand_rate,identity,20,20,0,0.021496756581199584,0.021620085496344022,0.00012332891514444023,8.119519324456016e-05,0.00015095888945431933,-2.6333576187424074e-05,0.0005617829586650643,17,3,0,6.605338693679107e-05,0.00019399616407573603,95% percentile bootstrap over seed-level differences,10000,406684921,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,review_served_rate,review_served_rate,identity,20,20,0,0.01817411760575125,0.01826431010419318,9.019249844193031e-05,5.925054642170503e-05,9.5611828019154e-05,-4.82782230102792e-05,0.0002677246912388201,17,3,0,4.9594901819650755e-05,0.00013276511327826694,95% percentile bootstrap over seed-level differences,10000,2566026521,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,block_rate,block_rate,identity,20,20,0,0.0038376798363807135,0.007785521799812153,0.003947841963431441,0.003958814286842867,0.0027548798992349265,0.00020627968013482711,0.010191093984533413,20,0,0,0.0028376183913696095,0.005165138953503682,95% percentile bootstrap over seed-level differences,10000,3203106867,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,cost_per_1k,cost_per_1k,identity,20,20,0,399.82051351352163,417.8125366809335,17.99202316741193,18.37682591034533,12.6595147838037,0.8259259603790952,46.363388082737686,20,0,0,12.691936028157778,23.479327824359128,95% percentile bootstrap over seed-level differences,10000,1062168350,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,pd_mae_mean,pd_mae_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M5_oracle: per_seed unavailable for 'pd_mae_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,ess_median,ess_median,identity,20,20,0,88678.24745868785,98841.6630280625,10163.415569374632,10785.685273284857,6414.669359925862,-2294.9560705081385,21436.12867995986,17,3,0,7369.580162325639,12866.5029587235,95% percentile bootstrap over seed-level differences,10000,2371346297,
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,cohort_gap_days_mean,cohort_gap_days_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M5_oracle: per_seed unavailable for 'cohort_gap_days_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M5_oracle,M5 with oracle propensity,infeasible_rate,infeasible_rate,identity,20,20,0,0.043688254665203076,0.09549945115257959,0.05181119648737651,0.05323819978046103,0.03794780105835446,0.0,0.14050493962678373,19,0,1,0.03633369923161361,0.06855104281009879,95% percentile bootstrap over seed-level differences,10000,3244197837,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,bias_ratio_warm,bias_ratio_warm,identity,20,20,0,1.3853870025746589,1.1095236224317815,-0.2758633801428775,-0.2694215672865511,0.16706598071304737,-0.651421146510685,0.031694099687745725,1,19,0,-0.34827461135231863,-0.20585352176874497,95% percentile bootstrap over seed-level differences,10000,2462720672,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,bias_ratio_warm_abs_dev_from_target,bias_ratio_warm,abs(x - 1),20,20,0,0.3973946681186756,0.23136260737682446,-0.16603206074185112,-0.19930200242505458,0.19840189393938595,-0.5549668706659134,0.27398268092075817,4,16,0,-0.24983560154324078,-0.08079627484421528,95% percentile bootstrap over seed-level differences,10000,2277227072,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,for_overall,for_overall,identity,20,20,0,0.0009531978617468619,0.0009323535908212675,-2.0844270925594448e-05,-1.5606581940945613e-05,2.0215274765041474e-05,-7.39017898092818e-05,4.0260687441144236e-06,1,19,0,-3.0060487063426084e-05,-1.2732039407712798e-05,95% percentile bootstrap over seed-level differences,10000,3781055841,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,quiet_for,quiet_for,identity,20,20,0,0.0003308998323731646,0.00030472401018473156,-2.6175822188433075e-05,-2.3016202079480914e-05,2.0996781169675892e-05,-7.327945689350793e-05,5.028425329292314e-06,1,19,0,-3.557537234997925e-05,-1.7892305104845408e-05,95% percentile bootstrap over seed-level differences,10000,932948234,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,flag_precision,flag_precision,identity,20,20,0,0.44964064634793033,0.44559192524571234,-0.004048721102218022,-0.012701436850043657,0.5357777883428598,-0.8125,0.944,8,10,2,-0.22631239997103852,0.22365170693880063,95% percentile bootstrap over seed-level differences,10000,1256607339,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,flag_recall,flag_recall,identity,20,20,0,0.10566908166200506,0.3586252550868447,0.2529561734248396,0.10817865989152103,0.3552621989617829,-0.2611111111111111,0.8360655737704917,12,6,2,0.10177047612068627,0.4095269833018941,95% percentile bootstrap over seed-level differences,10000,307957408,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,flag_balanced_acc,flag_balanced_acc,identity,20,20,0,0.541595392875484,0.6489771220337575,0.10738172915827356,0.042686482374571205,0.16609575094279885,-0.13807949536403707,0.3949411356818764,12,8,0,0.039119866784031745,0.1803470004115178,95% percentile bootstrap over seed-level differences,10000,1681914683,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,review_demand_rate,review_demand_rate,identity,20,20,0,0.021496756581199584,0.021290038008128297,-0.00020671857307128487,-0.000258946832509677,0.0003064250969037731,-0.0005968943935816297,0.0004959490181964989,5,14,1,-0.00033334467140085875,-7.241184835371266e-05,95% percentile bootstrap over seed-level differences,10000,22902855,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,review_served_rate,review_served_rate,identity,20,20,0,0.01817411760575125,0.0182498266372901,7.570903153884656e-05,1.097232341142583e-05,0.00015243571388635297,-0.00015361252775997897,0.00037305899598851985,11,7,2,1.250844868902669e-05,0.00014307909728500864,95% percentile bootstrap over seed-level differences,10000,2173863975,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,block_rate,block_rate,identity,20,20,0,0.0038376798363807135,0.01238358364860476,0.008545903812224045,0.00437795704115938,0.009058611797107968,-0.002111075024358558,0.026860247711173336,17,3,0,0.004851884606269147,0.01247316169693565,95% percentile bootstrap over seed-level differences,10000,798762016,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,cost_per_1k,cost_per_1k,identity,20,20,0,399.82051351352163,435.97591480343334,36.15540128991174,19.493920907009425,37.813992577898794,-9.685489321734849,111.75469811545804,18,2,0,20.517322628316517,52.64202067776172,95% percentile bootstrap over seed-level differences,10000,3805506291,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,pd_mae_mean,pd_mae_mean,identity,20,20,0,0.24978165294348292,0.2904553208967658,0.04067366795328289,0.041457731143328,0.01439714498283422,0.008160278972460133,0.05981708623053131,20,0,0,0.034211563047722354,0.04651851943739461,95% percentile bootstrap over seed-level differences,10000,2174208945,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,ess_median,ess_median,identity,20,20,0,88678.24745868785,99333.38126072947,10655.13380204161,11616.42363217668,6229.540560499386,-1399.88186353333,20600.444638136498,18,2,0,7923.892616099095,13210.353616914212,95% percentile bootstrap over seed-level differences,10000,472382426,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,cohort_gap_days_mean,cohort_gap_days_mean,identity,20,20,0,90.25184715223318,0.5348651685291165,-89.71698198370407,-89.72802777032618,0.31902592459412277,-90.63367462476752,-89.29103098960718,0,20,0,-89.86093172716714,-89.58900658897696,95% percentile bootstrap over seed-level differences,10000,1898631415,
ulb,M5_legacy,M5_strictmatch,M5_strictmatch,infeasible_rate,infeasible_rate,identity,20,20,0,0.043688254665203076,0.1363336992316136,0.09264544456641054,0.04939626783754117,0.1080613530730732,-0.03951701427003294,0.3216245883644347,18,2,0,0.04840834248079034,0.1405611964873765,95% percentile bootstrap over seed-level differences,10000,3213566709,
ulb,M5_legacy,M5_joint_static,M5_joint_static,bias_ratio_warm,bias_ratio_warm,identity,20,20,0,1.3853870025746589,0.5939696344438299,-0.7914173681308291,-0.8457622069402322,0.2500046027242808,-1.2402033003209336,-0.3436396080212971,0,20,0,-0.8967426626152178,-0.6827040701963715,95% percentile bootstrap over seed-level differences,10000,3138739573,
ulb,M5_legacy,M5_joint_static,M5_joint_static,bias_ratio_warm_abs_dev_from_target,bias_ratio_warm,abs(x - 1),20,20,0,0.3973946681186756,0.43198580561287037,0.03459113749419477,0.04585507868645744,0.22923697011596658,-0.3734529779436143,0.4504363791856395,11,9,0,-0.06126300883318538,0.13307855028173465,95% percentile bootstrap over seed-level differences,10000,3586866042,
ulb,M5_legacy,M5_joint_static,M5_joint_static,for_overall,for_overall,identity,20,20,0,0.0009531978617468619,0.000905524309491504,-4.767355225535797e-05,-4.5808327755793255e-05,1.9644248484589655e-05,-9.791563001745592e-05,-2.567012822981044e-06,0,20,0,-5.620063769135062e-05,-3.94277429579697e-05,95% percentile bootstrap over seed-level differences,10000,3803756856,
ulb,M5_legacy,M5_joint_static,M5_joint_static,quiet_for,quiet_for,identity,20,20,0,0.0003308998323731646,0.00030219412747284965,-2.8705704900315002e-05,-2.4341376209658603e-05,2.4636574568071743e-05,-0.00010879430784470722,3.458100533258279e-06,1,19,0,-4.016512852005664e-05,-1.9242838741864295e-05,95% percentile bootstrap over seed-level differences,10000,296102068,
ulb,M5_legacy,M5_joint_static,M5_joint_static,flag_precision,flag_precision,identity,20,20,0,0.44964064634793033,0.6957069132222155,0.2460662668742851,0.1970773622383076,0.35014413924997856,-0.3271128271128272,0.840531561461794,16,4,0,0.0958237630553415,0.3992834359215103,95% percentile bootstrap over seed-level differences,10000,1209252818,
ulb,M5_legacy,M5_joint_static,M5_joint_static,flag_recall,flag_recall,identity,20,20,0,0.10566908166200506,0.9034574046352442,0.797788322973239,0.8211164873257746,0.17301767447666683,0.23756906077348067,1.0,20,0,0,0.7147807966391202,0.8629638563050492,95% percentile bootstrap over seed-level differences,10000,296968825,
ulb,M5_legacy,M5_joint_static,M5_joint_static,flag_balanced_acc,flag_balanced_acc,identity,20,20,0,0.541595392875484,0.8784698238718421,0.33687443099635817,0.35895407423457204,0.09303293744535622,0.1338530235374253,0.4423337856173677,20,0,0,0.29534255109740404,0.3734318233140974,95% percentile bootstrap over seed-level differences,10000,4067697970,
ulb,M5_legacy,M5_joint_static,M5_joint_static,review_demand_rate,review_demand_rate,identity,20,20,0,0.021496756581199584,0.021917216014325468,0.00042045943312588355,0.00041694828963422664,0.0004188795657106671,-0.0003160029142490958,0.001343012385558666,17,3,0,0.00024424391913836633,0.0006017331882060689,95% percentile bootstrap over seed-level differences,10000,2014856065,
ulb,M5_legacy,M5_joint_static,M5_joint_static,review_served_rate,review_served_rate,identity,20,20,0,0.01817411760575125,0.01853686261773303,0.00036274501198177726,0.00034233649043652163,0.0002535973567476375,-0.00024139111505139255,0.0008777858729141601,19,1,0,0.00025258288493104994,0.00047313207166243886,95% percentile bootstrap over seed-level differences,10000,4175246241,
ulb,M5_legacy,M5_joint_static,M5_joint_static,block_rate,block_rate,identity,20,20,0,0.0038376798363807135,0.02817012368002949,0.024332443843648778,0.024095222211493728,0.01007460683450627,0.0020671857307128496,0.04715026816358417,20,0,0,0.02004373568111795,0.02866936439524942,95% percentile bootstrap over seed-level differences,10000,1926645406,
ulb,M5_legacy,M5_joint_static,M5_joint_static,cost_per_1k,cost_per_1k,identity,20,20,0,399.82051351352163,494.0657642693929,94.2452507558713,96.98337840524346,41.0138009590991,10.984816498863267,196.16242248657528,20,0,0,77.30067220709023,112.23996581115641,95% percentile bootstrap over seed-level differences,10000,3778742042,
ulb,M5_legacy,M5_joint_static,M5_joint_static,pd_mae_mean,pd_mae_mean,identity,20,20,0,0.24978165294348292,0.29845289080197746,0.048671237858494545,0.055570661294219545,0.025825515518066108,-0.008269460128708966,0.09517194713986257,18,2,0,0.03717816654676558,0.05925666048712749,95% percentile bootstrap over seed-level differences,10000,2189371336,
ulb,M5_legacy,M5_joint_static,M5_joint_static,ess_median,ess_median,identity,20,20,0,88678.24745868785,76493.50370298029,-12184.743755707565,-13109.19916990307,8086.079618829325,-24675.319228138105,4759.148656949008,2,18,0,-15524.869847363707,-8678.526179198483,95% percentile bootstrap over seed-level differences,10000,1097473884,
ulb,M5_legacy,M5_joint_static,M5_joint_static,cohort_gap_days_mean,cohort_gap_days_mean,identity,20,20,0,90.25184715223318,1.9823130620863125,-88.26953409014688,-88.14688300055886,0.49140897936711414,-89.4461211755298,-87.54144331108765,0,20,0,-88.49739257022573,-88.07117445047858,95% percentile bootstrap over seed-level differences,10000,632002383,
ulb,M5_legacy,M5_joint_static,M5_joint_static,infeasible_rate,infeasible_rate,identity,20,20,0,0.043688254665203076,0.3356750823271131,0.29198682766191,0.2870472008781559,0.11050880496031777,0.02305159165751921,0.5038419319429199,20,0,0,0.24385153677277718,0.3384193194291987,95% percentile bootstrap over seed-level differences,10000,2522111520,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,bias_ratio_warm,bias_ratio_warm,identity,20,20,0,1.3853870025746589,0.584207154850414,-0.8011798477242451,-0.8440201921857167,0.24659802899726363,-1.252561826759917,-0.3473911265535996,0,20,0,-0.904293311342204,-0.6964598285419125,95% percentile bootstrap over seed-level differences,10000,2866194022,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,bias_ratio_warm_abs_dev_from_target,bias_ratio_warm,abs(x - 1),20,20,0,0.3973946681186756,0.441373133353056,0.04397846523438045,0.0543149472462664,0.2254040888432136,-0.36109445150463115,0.4543640297161108,12,8,0,-0.05182232101723614,0.13971418865951704,95% percentile bootstrap over seed-level differences,10000,1527251192,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,for_overall,for_overall,identity,20,20,0,0.0009531978617468619,0.0009063001315456606,-4.689773020120123e-05,-4.543641153967429e-05,1.948575565500132e-05,-9.388821366300068e-05,-2.508480916210091e-06,0,20,0,-5.54776118668513e-05,-3.8739902850471004e-05,95% percentile bootstrap over seed-level differences,10000,2843244691,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,quiet_for,quiet_for,identity,20,20,0,0.0003308998323731646,0.00030336880764313655,-2.7531024730028122e-05,-2.4341376209658603e-05,2.3608710087503966e-05,-0.00010749056455717793,3.458100533258279e-06,1,19,0,-3.829092255329806e-05,-1.8508041241005643e-05,95% percentile bootstrap over seed-level differences,10000,3830429197,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,flag_precision,flag_precision,identity,20,20,0,0.44964064634793033,0.6848861635690664,0.23524551722113612,0.1987294172585692,0.3399943830752666,-0.3271128271128272,0.840531561461794,16,4,0,0.09580883060104312,0.38360514681573715,95% percentile bootstrap over seed-level differences,10000,2409853197,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,flag_recall,flag_recall,identity,20,20,0,0.10566908166200506,0.9101573822757738,0.8044883006137686,0.8211164873257746,0.1753184391569714,0.23756906077348067,1.0,20,0,0,0.7223486682864322,0.8727296409207839,95% percentile bootstrap over seed-level differences,10000,1517527890,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,flag_balanced_acc,flag_balanced_acc,identity,20,20,0,0.541595392875484,0.877153082916252,0.3355576900407681,0.35603094373641125,0.09065412680791525,0.1338530235374253,0.4355495251017639,20,0,0,0.29460630703513657,0.3714049635727183,95% percentile bootstrap over seed-level differences,10000,2873334758,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,review_demand_rate,review_demand_rate,identity,20,20,0,0.021496756581199584,0.021896149153375524,0.0003993925721759434,0.0003840313193999457,0.0004057552111066753,-0.0003818368547176612,0.0011411216347884112,17,3,0,0.00022492714377254775,0.000575169193227004,95% percentile bootstrap over seed-level differences,10000,340436591,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,review_served_rate,review_served_rate,identity,20,20,0,0.01817411760575125,0.01853137645602732,0.0003572588502760642,0.00034233649043652163,0.00024684362600525356,-0.00024139111505139255,0.0008690080141850222,19,1,0,0.0002510467596534505,0.0004656708917426691,95% percentile bootstrap over seed-level differences,10000,2491799183,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,block_rate,block_rate,identity,20,20,0,0.0038376798363807135,0.028765043055397066,0.02492736321901635,0.024211528839654852,0.01074774745140376,0.002111075024358558,0.051644531832904676,20,0,0,0.020345085057451084,0.029657312395214314,95% percentile bootstrap over seed-level differences,10000,3057755771,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,cost_per_1k,cost_per_1k,identity,20,20,0,399.82051351352163,495.3321160400081,95.51160252648646,92.27623361838968,44.19856005782218,11.23279100796151,216.7754681402186,20,0,0,77.42742128168905,115.73654865518307,95% percentile bootstrap over seed-level differences,10000,2868594369,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,pd_mae_mean,pd_mae_mean,identity,20,20,0,0.24978165294348292,0.30031659582420717,0.05053494288072423,0.05456334805146895,0.025280333197700174,-0.006220507016088228,0.09777664565104124,19,1,0,0.03929729519345077,0.06118621965320403,95% percentile bootstrap over seed-level differences,10000,3384731619,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,ess_median,ess_median,identity,20,20,0,88678.24745868785,76383.68539611928,-12294.56206256858,-12883.95045152148,7889.285423674212,-24549.198285014572,4778.338855848211,2,18,0,-15522.636687318167,-8754.623410382586,95% percentile bootstrap over seed-level differences,10000,2247982913,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,cohort_gap_days_mean,cohort_gap_days_mean,identity,20,20,0,90.25184715223318,1.9836343827621765,-88.268212769471,-88.14688300055886,0.49141492056869723,-89.4461211755298,-87.53966540945346,0,20,0,-88.4900705308674,-88.07108373967075,95% percentile bootstrap over seed-level differences,10000,4226014568,
ulb,M5_legacy,M5_joint_slow,M5_joint_slow,infeasible_rate,infeasible_rate,identity,20,20,0,0.043688254665203076,0.3444017563117453,0.30071350164654226,0.3018660812294182,0.11570276683181366,0.02305159165751921,0.5444566410537871,20,0,0,0.25038419319429195,0.34890367727771676,95% percentile bootstrap over seed-level differences,10000,2274731787,
