stream,baseline,candidate,candidate_label,metric,source_metric,transform,n_seeds_declared,n_pairs,n_skipped,baseline_mean_paired,candidate_mean_paired,mean_diff,median_diff,sd_diff,min_diff,max_diff,n_positive,n_negative,n_zero,ci_lo,ci_hi,ci_method,bootstrap_resamples,bootstrap_seed,note
ulb,M5_legacy,M0,STATIC,flag_precision,flag_precision,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M0: per_seed unavailable for 'flag_precision' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M0,STATIC,flag_recall,flag_recall,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M0: per_seed unavailable for 'flag_recall' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M0,STATIC,flag_balanced_acc,flag_balanced_acc,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M0: per_seed unavailable for 'flag_balanced_acc' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M0,STATIC,review_demand_rate,review_demand_rate,identity,20,20,0,0.021496756581199584,0.02383912818307102,0.0023423716018714396,0.0017599606751928926,0.003104490861146296,-0.002747469782221325,0.01111715808045785,18,2,0,0.0011641305969821716,0.003771187556507465,95% percentile bootstrap over seed-level differences,10000,1165008362,
ulb,M5_legacy,M0,STATIC,review_served_rate,review_served_rate,identity,20,20,0,0.01817411760575125,0.01810981979056029,-6.429781519096227e-05,-7.24173345154188e-05,0.0005495684809020047,-0.0019047953442237302,0.0006144501110399124,9,11,0,-0.00031666673981548915,0.00014768747311780776,95% percentile bootstrap over seed-level differences,10000,3315822090,
ulb,M5_legacy,M0,STATIC,block_rate,block_rate,identity,20,20,0,0.0038376798363807135,0.00035681995733960654,-0.0034808598790411066,-0.00198599053746829,0.003242257171849209,-0.01076604373129219,-0.0005178936650193551,0,20,0,-0.004945884500934842,-0.0021837776392826754,95% percentile bootstrap over seed-level differences,10000,219003432,
ulb,M5_legacy,M0,STATIC,cost_per_1k,cost_per_1k,identity,20,20,0,399.82051351352163,377.7258118339814,-22.09470167954016,-17.495920095333616,22.353078695184184,-68.65080771674656,13.620492842049828,3,17,0,-31.953634110323332,-12.853893153321776,95% percentile bootstrap over seed-level differences,10000,3157247335,
ulb,M5_legacy,M0,STATIC,pd_mae_mean,pd_mae_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M0: per_seed unavailable for 'pd_mae_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M0,STATIC,ess_median,ess_median,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M0: per_seed unavailable for 'ess_median' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M0,STATIC,cohort_gap_days_mean,cohort_gap_days_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M0: per_seed unavailable for 'cohort_gap_days_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M0,STATIC,infeasible_rate,infeasible_rate,identity,20,20,0,0.043688254665203076,0.0,-0.043688254665203076,-0.025246981339187707,0.0407162322015413,-0.13830954994511527,-0.006586169045005488,0,20,0,-0.06185510428100989,-0.027166575192096615,95% percentile bootstrap over seed-level differences,10000,4210838177,
ulb,M5_legacy,M1,CONF-FIXED,bias_ratio_warm,bias_ratio_warm,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M1: per_seed unavailable for 'bias_ratio_warm' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M1,CONF-FIXED,bias_ratio_warm_abs_dev_from_target,bias_ratio_warm,abs(x - 1),20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M1: per_seed unavailable for 'bias_ratio_warm' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M1,CONF-FIXED,for_overall,for_overall,identity,20,20,0,0.0009531978617468619,0.0009484144005217603,-4.78346122510165e-06,-6.966529266772296e-06,1.4103109489912852e-05,-2.149430137409847e-05,3.056834722514287e-05,6,14,0,-1.0472700047256138e-05,1.494918122532751e-06,95% percentile bootstrap over seed-level differences,10000,1647813456,
ulb,M5_legacy,M1,CONF-FIXED,quiet_for,quiet_for,identity,20,20,0,0.0003308998323731646,0.0003288695140197754,-2.030318353389254e-06,-6.805138566406613e-06,1.4509776168714103e-05,-2.276212698708904e-05,3.779211642500102e-05,8,12,0,-7.936058641957333e-06,4.413561550221518e-06,95% percentile bootstrap over seed-level differences,10000,1654241088,
ulb,M5_legacy,M1,CONF-FIXED,flag_precision,flag_precision,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M1: per_seed unavailable for 'flag_precision' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M1,CONF-FIXED,flag_recall,flag_recall,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M1: per_seed unavailable for 'flag_recall' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M1,CONF-FIXED,flag_balanced_acc,flag_balanced_acc,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M1: per_seed unavailable for 'flag_balanced_acc' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M1,CONF-FIXED,review_demand_rate,review_demand_rate,identity,20,20,0,0.021496756581199584,0.02383912818307102,0.0023423716018714396,0.0017599606751928926,0.003104490861146296,-0.002747469782221325,0.01111715808045785,18,2,0,0.0011415001799461037,0.0037659647305636258,95% percentile bootstrap over seed-level differences,10000,537487152,
ulb,M5_legacy,M1,CONF-FIXED,review_served_rate,review_served_rate,identity,20,20,0,0.01817411760575125,0.01810981979056029,-6.429781519096227e-05,-7.24173345154188e-05,0.0005495684809020047,-0.0019047953442237302,0.0006144501110399124,9,11,0,-0.00032741961675868825,0.00014747351281128493,95% percentile bootstrap over seed-level differences,10000,2697369424,
ulb,M5_legacy,M1,CONF-FIXED,block_rate,block_rate,identity,20,20,0,0.0038376798363807135,0.00035681995733960654,-0.0034808598790411066,-0.00198599053746829,0.003242257171849209,-0.01076604373129219,-0.0005178936650193551,0,20,0,-0.004897463637720215,-0.0021630618926818997,95% percentile bootstrap over seed-level differences,10000,2527753739,
ulb,M5_legacy,M1,CONF-FIXED,cost_per_1k,cost_per_1k,identity,20,20,0,399.82051351352163,377.7258118339814,-22.09470167954016,-17.495920095333616,22.353078695184184,-68.65080771674656,13.620492842049828,3,17,0,-31.975884023491524,-12.639602224070247,95% percentile bootstrap over seed-level differences,10000,1639587042,
ulb,M5_legacy,M1,CONF-FIXED,pd_mae_mean,pd_mae_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M1: per_seed unavailable for 'pd_mae_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M1,CONF-FIXED,ess_median,ess_median,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M1: per_seed unavailable for 'ess_median' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M1,CONF-FIXED,cohort_gap_days_mean,cohort_gap_days_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M1: per_seed unavailable for 'cohort_gap_days_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M1,CONF-FIXED,infeasible_rate,infeasible_rate,identity,20,20,0,0.043688254665203076,0.0,-0.043688254665203076,-0.025246981339187707,0.0407162322015413,-0.13830954994511527,-0.006586169045005488,0,20,0,-0.06185510428100989,-0.027771679473106475,95% percentile bootstrap over seed-level differences,10000,2103280094,
ulb,M5_legacy,M2,COST-THRESH,bias_ratio_warm,bias_ratio_warm,identity,20,20,0,1.3853870025746589,0.36288945668875405,-1.022497545885905,-1.049244513604051,0.17478746034013004,-1.3459952712214038,-0.5772472624880103,0,20,0,-1.0939047839605258,-0.9442079332114087,95% percentile bootstrap over seed-level differences,10000,59300535,
ulb,M5_legacy,M2,COST-THRESH,bias_ratio_warm_abs_dev_from_target,bias_ratio_warm,abs(x - 1),20,20,0,0.3973946681186756,0.637110543311246,0.2397158751925704,0.2532746611823552,0.21263495725211987,-0.2676610070431442,0.5772472624880104,18,2,0,0.14724106704481618,0.3272575983416772,95% percentile bootstrap over seed-level differences,10000,1513445392,
ulb,M5_legacy,M2,COST-THRESH,for_overall,for_overall,identity,20,20,0,0.0009531978617468619,0.0009228212505140836,-3.0376611232778223e-05,-3.0271098529859844e-05,2.462611929430704e-05,-9.42684766983171e-05,3.7418580192537677e-06,1,19,0,-4.139087945461904e-05,-2.023911234149316e-05,95% percentile bootstrap over seed-level differences,10000,3757936258,
ulb,M5_legacy,M2,COST-THRESH,quiet_for,quiet_for,identity,20,20,0,0.0003308998323731646,0.00032025793571219567,-1.064189666096895e-05,-1.1944596498028007e-05,1.4778043278936746e-05,-3.449980374711168e-05,1.3941838564799313e-05,5,15,0,-1.6939907924679366e-05,-4.384860587230735e-06,95% percentile bootstrap over seed-level differences,10000,4219179329,
ulb,M5_legacy,M2,COST-THRESH,flag_precision,flag_precision,identity,20,18,2,0.46696182927547814,0.7150870414857057,0.2481252122102276,0.23432601880877746,0.3856424998764726,-0.3668261562998405,1.0,13,5,0,0.0762885460103368,0.42231581671503465,95% percentile bootstrap over seed-level differences,10000,1630630569,"2 pair(s) skipped at seed index 1,12 (None/NaN on one or both arms)"
ulb,M5_legacy,M2,COST-THRESH,flag_recall,flag_recall,identity,20,20,0,0.10566908166200506,0.30304158471476544,0.19737250305276038,0.12477059789433015,0.3596756021258344,-0.32238805970149254,0.875,13,6,1,0.04638842234048132,0.3551171907970018,95% percentile bootstrap over seed-level differences,10000,754636099,
ulb,M5_legacy,M2,COST-THRESH,flag_balanced_acc,flag_balanced_acc,identity,20,20,0,0.541595392875484,0.6298688029072637,0.08827341003177974,0.06596936132254605,0.16756885337631744,-0.15685375207296848,0.3935896465602059,13,7,0,0.017496952816225885,0.15970134447427164,95% percentile bootstrap over seed-level differences,10000,663675558,
ulb,M5_legacy,M2,COST-THRESH,review_demand_rate,review_demand_rate,identity,20,20,0,0.021496756581199584,0.02212130122977801,0.0006245446485784263,0.0007044231630136157,0.0005072007101293868,-0.0003247807729782372,0.0014132352553918003,19,1,0,0.0004070731985639429,0.0008406994197835383,95% percentile bootstrap over seed-level differences,10000,2409802598,
ulb,M5_legacy,M2,COST-THRESH,review_served_rate,review_served_rate,identity,20,20,0,0.01817411760575125,0.018307321611965976,0.00013320400621472418,0.0001645848511714048,0.0002550404470645296,-0.00046083758327993343,0.0006276168991336262,13,7,0,2.062796801348322e-05,0.0002396410294672713,95% percentile bootstrap over seed-level differences,10000,258857862,
ulb,M5_legacy,M2,COST-THRESH,block_rate,block_rate,identity,20,20,0,0.0038376798363807135,0.012863293628152347,0.009025613791771634,0.010669487285271631,0.01004495024875814,-0.00956786601476436,0.02611851864856087,15,5,0,0.004695035243102798,0.013218593918699473,95% percentile bootstrap over seed-level differences,10000,3778619323,
ulb,M5_legacy,M2,COST-THRESH,cost_per_1k,cost_per_1k,identity,20,20,0,399.82051351352163,426.90724505912806,27.08673154560646,25.577118501409302,44.30660417260142,-44.315622332941416,111.13647398057611,14,6,0,8.82987699327567,46.155542320718716,95% percentile bootstrap over seed-level differences,10000,3698602160,
ulb,M5_legacy,M2,COST-THRESH,pd_mae_mean,pd_mae_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M2: per_seed unavailable for 'pd_mae_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M2,COST-THRESH,ess_median,ess_median,identity,20,20,0,88678.24745868785,20090.030036408105,-68588.21742227975,-67892.33648992219,6382.193596427765,-80517.06273514597,-56911.28906203191,0,20,0,-71372.7330154452,-65936.25129515529,95% percentile bootstrap over seed-level differences,10000,3532455937,
ulb,M5_legacy,M2,COST-THRESH,cohort_gap_days_mean,cohort_gap_days_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M2: per_seed unavailable for 'cohort_gap_days_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M2,COST-THRESH,infeasible_rate,infeasible_rate,identity,20,20,0,0.043688254665203076,0.1079034028540066,0.0642151481888035,0.048298572996706916,0.11515942625789709,-0.12403951701427005,0.3216245883644347,13,7,0,0.015695664105378704,0.11432491767288692,95% percentile bootstrap over seed-level differences,10000,784849754,
ulb,M5_legacy,M3,ACI-BUDGET,bias_ratio_warm,bias_ratio_warm,identity,20,20,0,1.3853870025746589,0.43002186411596294,-0.955365138458696,-0.9675852777003517,0.16297989638599755,-1.2573652660146617,-0.5144624851401389,0,20,0,-1.022388736990165,-0.8822829533898642,95% percentile bootstrap over seed-level differences,10000,2216890744,
ulb,M5_legacy,M3,ACI-BUDGET,bias_ratio_warm_abs_dev_from_target,bias_ratio_warm,abs(x - 1),20,20,0,0.3973946681186756,0.569978135884037,0.1725834677653615,0.17198289141560624,0.22378489380327543,-0.35629101224988635,0.514462485140139,16,4,0,0.07530931352940766,0.2663557481038753,95% percentile bootstrap over seed-level differences,10000,3670360339,
ulb,M5_legacy,M3,ACI-BUDGET,for_overall,for_overall,identity,20,20,0,0.0009531978617468619,0.0008706000481693052,-8.259781357755668e-05,-7.709036782696993e-05,1.9102752652595675e-05,-0.0001319800243197775,-6.33136949821678e-05,0,20,0,-9.132454687286064e-05,-7.49963826457085e-05,95% percentile bootstrap over seed-level differences,10000,40654855,
ulb,M5_legacy,M3,ACI-BUDGET,quiet_for,quiet_for,identity,20,20,0,0.0003308998323731646,0.00025634407568725305,-7.455575668591157e-05,-7.385973648086325e-05,1.9457533981546436e-05,-0.00010708962429467508,-3.394041037869944e-05,0,20,0,-8.253767808645892e-05,-6.62661265192595e-05,95% percentile bootstrap over seed-level differences,10000,989220737,
ulb,M5_legacy,M3,ACI-BUDGET,flag_precision,flag_precision,identity,20,20,0,0.44964064634793033,0.6327587131319572,0.1831180667840268,0.0708015431087819,0.3805182012560857,-0.43574246087288454,0.7889908256880734,13,7,0,0.01874079148699207,0.34650313787931003,95% percentile bootstrap over seed-level differences,10000,3478774840,
ulb,M5_legacy,M3,ACI-BUDGET,flag_recall,flag_recall,identity,20,20,0,0.10566908166200506,0.9635718976748466,0.8579028160128415,0.8854824465546747,0.11283570310540861,0.6179104477611941,1.0,20,0,0,0.8070262484901407,0.902797943094285,95% percentile bootstrap over seed-level differences,10000,4050718150,
ulb,M5_legacy,M3,ACI-BUDGET,flag_balanced_acc,flag_balanced_acc,identity,20,20,0,0.541595392875484,0.8875290471365085,0.3459336542610245,0.36548351546919144,0.074566528746845,0.17078003963249866,0.44494251950629365,20,0,0,0.31296375506557916,0.37535962637444636,95% percentile bootstrap over seed-level differences,10000,4033897086,
ulb,M5_legacy,M3,ACI-BUDGET,review_demand_rate,review_demand_rate,identity,20,20,0,0.021496756581199584,0.022001264011656994,0.0005045074304574144,0.0004323095424102249,0.0007120929424596728,-0.0009699533895701495,0.0022471318346602535,17,3,0,0.0002089075515918645,0.0008178769870877697,95% percentile bootstrap over seed-level differences,10000,3938963620,
ulb,M5_legacy,M3,ACI-BUDGET,review_served_rate,review_served_rate,identity,20,20,0,0.01817411760575125,0.018507017898053948,0.0003329002923026953,0.0003335586317073803,0.00025213796571408096,-0.000333558631707382,0.0007548958507061776,19,1,0,0.0002205437005696826,0.0004404400340580915,95% percentile bootstrap over seed-level differences,10000,1779212484,
ulb,M5_legacy,M3,ACI-BUDGET,block_rate,block_rate,identity,20,20,0,0.0038376798363807135,0.04344710901222756,0.039609429175846846,0.039471836240267545,0.006889706132080319,0.028901099865698762,0.05147336358768642,20,0,0,0.036724558473705926,0.04247443448645138,95% percentile bootstrap over seed-level differences,10000,2056514456,
ulb,M5_legacy,M3,ACI-BUDGET,cost_per_1k,cost_per_1k,identity,20,20,0,399.82051351352163,541.1358648366154,141.3153513230938,153.33103321002153,35.317149752635366,60.388198485141345,195.19114421395238,20,0,0,126.2486807790986,156.19888943744766,95% percentile bootstrap over seed-level differences,10000,31812141,
ulb,M5_legacy,M3,ACI-BUDGET,pd_mae_mean,pd_mae_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M3: per_seed unavailable for 'pd_mae_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M3,ACI-BUDGET,ess_median,ess_median,identity,20,20,0,88678.24745868785,18206.80795539558,-70471.43950329229,-69510.7744973193,6398.764693602476,-82575.14787567538,-58402.31342547796,0,20,0,-73263.13703015554,-67775.3974063834,95% percentile bootstrap over seed-level differences,10000,1227895890,
ulb,M5_legacy,M3,ACI-BUDGET,cohort_gap_days_mean,cohort_gap_days_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M3: per_seed unavailable for 'cohort_gap_days_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M3,ACI-BUDGET,infeasible_rate,infeasible_rate,identity,20,20,0,0.043688254665203076,0.38529088913282106,0.341602634467618,0.3413830954994512,0.0700631874354917,0.2502744237102085,0.5631174533479693,20,0,0,0.31448957189901205,0.37321761800219533,95% percentile bootstrap over seed-level differences,10000,2841776669,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,bias_ratio_warm,bias_ratio_warm,identity,20,20,0,1.3853870025746589,0.4320782121016761,-0.9533087904729829,-0.9670727868519349,0.16537236808952807,-1.2842292503187442,-0.5063369724622293,0,20,0,-1.0211309351712445,-0.8803758446784777,95% percentile bootstrap over seed-level differences,10000,2763337151,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,bias_ratio_warm_abs_dev_from_target,bias_ratio_warm,abs(x - 1),20,20,0,0.3973946681186756,0.5679217878983239,0.17052711977964835,0.15541907018654527,0.2214867150369806,-0.3294270279458039,0.5063369724622293,16,4,0,0.07163644044675209,0.26153429881496565,95% percentile bootstrap over seed-level differences,10000,4008896976,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,for_overall,for_overall,identity,20,20,0,0.0009531978617468619,0.0008529486148448901,-0.00010024924690197178,-9.170650112927473e-05,2.5197355665221212e-05,-0.00014960162111513585,-6.509924521580902e-05,0,20,0,-0.00011129643346146148,-8.984600186064847e-05,95% percentile bootstrap over seed-level differences,10000,2132496991,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,quiet_for,quiet_for,identity,20,20,0,0.0003308998323731646,0.0002524501041959484,-7.844972817721627e-05,-7.759462526351825e-05,1.8640700244571168e-05,-0.00011195867066927164,-3.246106450308794e-05,0,20,0,-8.620258839648143e-05,-7.028251995823293e-05,95% percentile bootstrap over seed-level differences,10000,332487422,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,flag_precision,flag_precision,identity,20,20,0,0.44964064634793033,0.42132678664176043,-0.028313859706169897,-0.08193797053149887,0.3493414829241061,-0.5306043786617329,0.49466192170818507,8,12,0,-0.17643872142991185,0.12096034651529727,95% percentile bootstrap over seed-level differences,10000,849533957,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,flag_recall,flag_recall,identity,20,20,0,0.10566908166200506,0.9739925626605466,0.8683234809985416,0.9116820953845538,0.11922025315864837,0.6179104477611941,1.0,20,0,0,0.8162661610145088,0.9168514692382677,95% percentile bootstrap over seed-level differences,10000,2350779294,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,flag_balanced_acc,flag_balanced_acc,identity,20,20,0,0.541595392875484,0.7609662899143725,0.21937089703888862,0.22347978107448896,0.06524765179688828,0.06903423607562587,0.36079996972678424,20,0,0,0.19092369099839762,0.24709160592880922,95% percentile bootstrap over seed-level differences,10000,3125995961,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,review_demand_rate,review_demand_rate,identity,20,20,0,0.021496756581199584,0.021900318636271867,0.0004035620550722858,0.00037086453130623365,0.000667850084149537,-0.0009216751665598703,0.0018652949799425923,16,4,0,0.00012748193955566448,0.0006947730045732649,95% percentile bootstrap over seed-level differences,10000,193214259,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,review_served_rate,review_served_rate,identity,20,20,0,0.01817411760575125,0.018500653950475322,0.00032653634472406786,0.0003072250555199562,0.00025918906954382084,-0.0002984471967908131,0.000790007285622743,19,1,0,0.00021461864592751246,0.00043560123943365214,95% percentile bootstrap over seed-level differences,10000,2337359699,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,block_rate,block_rate,identity,20,20,0,0.0038376798363807135,0.05724700016677932,0.0534093203303986,0.05611246192603776,0.006996015416455327,0.035203602433222445,0.06314352676808019,20,0,0,0.05028790279399244,0.05623579632734391,95% percentile bootstrap over seed-level differences,10000,235651867,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,cost_per_1k,cost_per_1k,identity,20,20,0,399.82051351352163,572.1573863319777,172.33687281845613,180.54028027746958,43.11859052531267,89.73110365602605,249.10106846711403,20,0,0,153.8412757174088,190.74082682143236,95% percentile bootstrap over seed-level differences,10000,2090364917,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,pd_mae_mean,pd_mae_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M4: per_seed unavailable for 'pd_mae_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M4,ACI-BUDGET-CRC,ess_median,ess_median,identity,20,20,0,88678.24745868785,17904.77484678237,-70773.47261190548,-70022.18678275109,6372.2880832195515,-82674.29496862536,-58653.625992459056,0,20,0,-73502.50174839185,-68120.52523661338,95% percentile bootstrap over seed-level differences,10000,1035442913,
ulb,M5_legacy,M4,ACI-BUDGET-CRC,cohort_gap_days_mean,cohort_gap_days_mean,identity,20,0,,,,,,,,,,,,,,,,,per_seed unavailable -- no paired difference computed (candidate M4: per_seed unavailable for 'cohort_gap_days_mean' (n=0)). Not backfilled with a difference of means.
ulb,M5_legacy,M4,ACI-BUDGET-CRC,infeasible_rate,infeasible_rate,identity,20,20,0,0.043688254665203076,0.5849066959385291,0.541218441273326,0.5647639956092206,0.07404054592205003,0.38309549945115257,0.6114160263446762,20,0,0,0.5081229418221734,0.5706915477497255,95% percentile bootstrap over seed-level differences,10000,2314481234,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,bias_ratio_warm,bias_ratio_warm,identity,20,20,0,1.3853870025746589,1.2614805142998244,-0.12390648827483441,-0.11882371484696097,0.09616865093233148,-0.2643927127608521,0.07866189503605336,2,18,0,-0.1632927538910883,-0.08178694364651666,95% percentile bootstrap over seed-level differences,10000,588670592,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,bias_ratio_warm_abs_dev_from_target,bias_ratio_warm,abs(x - 1),20,20,0,0.3973946681186756,0.2759718615450955,-0.12142280657358007,-0.11882371484696097,0.09662326097883366,-0.2643927127608521,0.07866189503605336,3,17,0,-0.16223677565708727,-0.07939387938695835,95% percentile bootstrap over seed-level differences,10000,1845690067,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,for_overall,for_overall,identity,20,20,0,0.0009531978617468619,0.0009481020822514399,-5.0957794954221776e-06,-1.615196044124894e-06,1.2730050738926507e-05,-4.729006187133647e-05,8.490690990889827e-06,9,11,0,-1.1161839149123674e-05,-3.514339624197776e-07,95% percentile bootstrap over seed-level differences,10000,2727381210,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,quiet_for,quiet_for,identity,20,20,0,0.0003308998323731646,0.00032520121027872456,-5.698622094440058e-06,-6.185241857320164e-06,7.913156136398119e-06,-2.171134647403766e-05,6.417399274194046e-06,5,15,0,-9.131469125940612e-06,-2.424553085486211e-06,95% percentile bootstrap over seed-level differences,10000,3527574974,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,flag_precision,flag_precision,identity,20,20,0,0.44964064634793033,0.5511403241494641,0.1014996778015338,0.04432785907377562,0.5097711871926335,-0.8125,0.9640718562874252,13,6,1,-0.11904865798058147,0.3207580990760956,95% percentile bootstrap over seed-level differences,10000,2630568596,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,flag_recall,flag_recall,identity,20,20,0,0.10566908166200506,0.35589774524992146,0.2502286635879164,0.13257892025368176,0.3252664513397083,-0.2611111111111111,0.8241758241758241,14,5,1,0.11510389239781414,0.3862500794284478,95% percentile bootstrap over seed-level differences,10000,1368118043,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,flag_balanced_acc,flag_balanced_acc,identity,20,20,0,0.541595392875484,0.6610642092635162,0.11946881638803211,0.06628946012684087,0.15664268932090739,-0.13055555555555554,0.3949411356818764,14,5,1,0.055475600815017415,0.1881710240260748,95% percentile bootstrap over seed-level differences,10000,1840540017,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,review_demand_rate,review_demand_rate,identity,20,20,0,0.021496756581199584,0.021627327229795566,0.00013057064859598176,0.00011411216347884286,0.00016552769535545627,-9.65564460205584e-05,0.0004959490181964989,15,4,1,6.385892225450537e-05,0.00020276853664317126,95% percentile bootstrap over seed-level differences,10000,1860652537,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,review_served_rate,review_served_rate,identity,20,20,0,0.01817411760575125,0.018268918480025983,9.480087427472944e-05,8.558412260913084e-05,0.00012121543947545372,-9.65564460205584e-05,0.00031161398488453035,15,4,1,4.366984717747973e-05,0.00014571245490375054,95% percentile bootstrap over seed-level differences,10000,3995745817,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,block_rate,block_rate,identity,20,20,0,0.0038376798363807135,0.009578838338175785,0.005741158501795072,0.003673533878145765,0.006815234306814976,-0.003879813558280593,0.015602643891049216,16,4,0,0.002901279811802709,0.008595372532324463,95% percentile bootstrap over seed-level differences,10000,2511376184,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,cost_per_1k,cost_per_1k,identity,20,20,0,399.82051351352163,424.23449993814864,24.41398642462706,16.52279756090141,28.624370977231287,-17.858114691502237,62.83366835494155,17,3,0,12.275853667469967,36.57375421893739,95% percentile bootstrap over seed-level differences,10000,2701342328,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,pd_mae_mean,pd_mae_mean,identity,20,20,0,0.24978165294348292,0.2815351147048374,0.03175346176135449,0.03282190219348938,0.01409755416407442,-0.008782525664359053,0.05981708623053131,19,1,0,0.025397926783401706,0.037348771964400236,95% percentile bootstrap over seed-level differences,10000,3259439146,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,ess_median,ess_median,identity,20,20,0,88678.24745868785,99349.09890291534,10670.851444227475,11213.190622207854,6124.237821588144,-1399.88186353333,20615.27171196844,19,1,0,7956.999675058706,13220.465494246706,95% percentile bootstrap over seed-level differences,10000,2786383474,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,cohort_gap_days_mean,cohort_gap_days_mean,identity,20,20,0,90.25184715223318,1.9754035794644402,-88.27644357276874,-88.13421091925592,0.47505770392114494,-89.44570981391455,-87.75320418549029,0,20,0,-88.49170677201366,-88.0908165684265,95% percentile bootstrap over seed-level differences,10000,826900412,
ulb,M5_legacy,M5,ACI-BUDGET-CRC-IAP,infeasible_rate,infeasible_rate,identity,20,20,0,0.043688254665203076,0.11492864983534576,0.0712403951701427,0.04281009879253568,0.08592843423591129,-0.05159165751920967,0.19209659714599342,14,5,1,0.03391739846322722,0.10773874862788144,95% percentile bootstrap over seed-level differences,10000,240477973,
